time,load_shortfall_3h
2018-01-01 00:00:00,9826.33925214942
2018-01-01 03:00:00,9630.125996120776
2018-01-01 06:00:00,11412.897056304628
2018-01-01 09:00:00,9478.571749677647
2018-01-01 12:00:00,11641.254627458093
2018-01-01 15:00:00,10095.673643236967
2018-01-01 18:00:00,12512.621728991739
2018-01-01 21:00:00,11442.476017786179
2018-01-02 00:00:00,10113.243107991566
2018-01-02 03:00:00,10467.218958958107
2018-01-02 06:00:00,10498.885504507245
2018-01-02 09:00:00,9670.8140236402
2018-01-02 12:00:00,9095.925632974642
2018-01-02 15:00:00,8981.682316649563
2018-01-02 18:00:00,10288.657533833573
2018-01-02 21:00:00,9627.836028500766
2018-01-03 00:00:00,9012.13768253001
2018-01-03 03:00:00,9540.429733288876
2018-01-03 06:00:00,10534.557206553516
2018-01-03 09:00:00,8962.15810838595
2018-01-03 12:00:00,10011.523095072418
2018-01-03 15:00:00,9352.500596745882
2018-01-03 18:00:00,11167.940160929245
2018-01-03 21:00:00,8547.955920203267
2018-01-04 00:00:00,9491.281905123906
2018-01-04 03:00:00,8918.521805776376
2018-01-04 06:00:00,9303.61684945721
2018-01-04 09:00:00,8987.56473026825
2018-01-04 12:00:00,9654.730047177183
2018-01-04 15:00:00,10630.701205561525
2018-01-04 18:00:00,10590.713686931707
2018-01-04 21:00:00,11973.33022616253
2018-01-05 00:00:00,10665.62008786003
2018-01-05 03:00:00,10074.153318649931
2018-01-05 06:00:00,9094.354189496958
2018-01-05 09:00:00,11410.26934153458
2018-01-05 12:00:00,10197.895532445675
2018-01-05 15:00:00,10308.665764188592
2018-01-05 18:00:00,11017.774328523894
2018-01-05 21:00:00,11472.448439527267
2018-01-06 00:00:00,9305.512593761188
2018-01-06 03:00:00,8667.162476190473
2018-01-06 06:00:00,8380.060189906539
2018-01-06 09:00:00,8138.085851879653
2018-01-06 12:00:00,9477.879081605262
2018-01-06 15:00:00,8878.311421907472
2018-01-06 18:00:00,8622.045354946731
2018-01-06 21:00:00,8388.595810491328
2018-01-07 00:00:00,6552.85875
2018-01-07 03:00:00,8439.462484221052
2018-01-07 06:00:00,7507.933294152393
2018-01-07 09:00:00,8887.819013564094
2018-01-07 12:00:00,10584.434493319295
2018-01-07 15:00:00,8892.45904225608
2018-01-07 18:00:00,9787.77117202468
2018-01-07 21:00:00,10111.781377942629
2018-01-08 00:00:00,10165.143770126653
2018-01-08 03:00:00,9513.323015235304
2018-01-08 06:00:00,7758.153574603175
2018-01-08 09:00:00,7840.405526272582
2018-01-08 12:00:00,10138.116339242928
2018-01-08 15:00:00,13080.637811768409
2018-01-08 18:00:00,12430.735391113301
2018-01-08 21:00:00,9879.346555315364
2018-01-09 00:00:00,9810.003386082451
2018-01-09 03:00:00,7294.810308514825
2018-01-09 06:00:00,7899.690870103426
2018-01-09 09:00:00,9227.752010820106
2018-01-09 12:00:00,10083.452843911315
2018-01-09 15:00:00,9515.013856788793
2018-01-09 18:00:00,8852.590217205836
2018-01-09 21:00:00,7904.580141345102
2018-01-10 00:00:00,9684.642424863914
2018-01-10 03:00:00,8306.813651826762
2018-01-10 06:00:00,7965.496327761413
2018-01-10 09:00:00,7021.622995986827
2018-01-10 12:00:00,10669.393688256412
2018-01-10 15:00:00,10688.70785960463
2018-01-10 18:00:00,10388.074918164799
2018-01-10 21:00:00,10757.575143963748
2018-01-11 00:00:00,10262.292626028579
2018-01-11 03:00:00,10298.054085076214
2018-01-11 06:00:00,8930.770509567668
2018-01-11 09:00:00,8834.496853589744
2018-01-11 12:00:00,10809.217168134086
2018-01-11 15:00:00,9489.918393301237
2018-01-11 18:00:00,10963.300974461048
2018-01-11 21:00:00,12120.467724017193
2018-01-12 00:00:00,10235.591666561639
2018-01-12 03:00:00,9138.99633819171
2018-01-12 06:00:00,7690.530210918645
2018-01-12 09:00:00,8857.938977833686
2018-01-12 12:00:00,11306.64430403439
2018-01-12 15:00:00,12256.387095431148
2018-01-12 18:00:00,12264.319715075164
2018-01-12 21:00:00,10576.850815691
2018-01-13 00:00:00,10582.63078341757
2018-01-13 03:00:00,9859.851962403618
2018-01-13 06:00:00,7909.568055555556
2018-01-13 09:00:00,8557.261185039879
2018-01-13 12:00:00,10624.56467899181
2018-01-13 15:00:00,11935.822902107733
2018-01-13 18:00:00,11433.239282613522
2018-01-13 21:00:00,7814.181545726215
2018-01-14 00:00:00,7748.496806575175
2018-01-14 03:00:00,8312.833076110592
2018-01-14 06:00:00,7813.164697276775
2018-01-14 09:00:00,7282.4153585275
2018-01-14 12:00:00,7542.836250668293
2018-01-14 15:00:00,12087.185334671103
2018-01-14 18:00:00,11161.317042781615
2018-01-14 21:00:00,9116.964110537898
2018-01-15 00:00:00,8553.393273361757
2018-01-15 03:00:00,8000.246478492842
2018-01-15 06:00:00,8005.928381910915
2018-01-15 09:00:00,9676.434560229502
2018-01-15 12:00:00,10995.851958666011
2018-01-15 15:00:00,10759.957720595869
